track_id,genres,followers,popularity
1vYXt7VSjH9JIM5oRRo7vA,"['dance pop', 'pop', 'uk pop']",40024254,87
0yLdNVWF3Srea0uzk55zFn,['pop'],20919467,88
7ro0hRteUMfnOioTFI5TG1,"['reggaeton', 'trap latino', 'urbano latino']",69830946,97
1Qrg8KqiBpW07V7PNxwwwL,"['pop', 'r&b', 'rap']",12806283,90
7FbrGaHYVDmfr7KoLIZnQ7,['k-pop girl group'],789675,81
0WtM2NBVQNNJLh6scP13H8,"['afrobeats', 'nigerian pop']",2463407,81
4LRPiXqCikLlN15c3yImP7,['pop'],27723678,88
26b3oVLrRUaaybJulow9kz,['afrobeats'],199404,75
6HgWWaMu31KdOpEG5l28BG,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5656036,87
6AQbmUe0Qwf5PZnt4HmTXv,['bedroom pop'],2091682,80
7oDd86yk8itslrA9HRP2ki,"['canadian contemporary r&b', 'canadian pop', 'pop']",65663054,95
5w40ZYhbBMAlHYNDaVJIUu,"['dfw rap', 'melodic rap', 'pop', 'rap']",40788028,89
1odExI7RdWc4BT515LTAwj,['gen z singer-songwriter'],928829,79
2dHHgzDwk4BJdRwy9uXhTO,"['rap', 'trap']",4458924,89
6l8mgVN9Xf1hiDIFGA6CTE,"['pop', 'r&b']",34730923,87
3dnP0JxCgygwQH9Gm7q7nb,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",4099061,86
0V3wPSX9ygBnCm8psDIegu,['pop'],75710194,100
07bsRv0pcpbG4zJeLsUs1p,"['pop', 'uk pop']",112427605,91
3BKD1PwArikchz2Zrlp1qi,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",26075832,88
2NbsBSshscKIPRG3kwBbfo,"['indie poptimism', 'pop']",2906949,81
5mHdCZtVyb4DcJw8799hZp,"['uk contemporary r&b', 'uk pop']",896321,78
5eTaQYBE1yrActixMAeLcZ,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",23415416,86
6UN73IYd0hZxLi8wFPMQij,"['new jersey underground rap', 'trap queen']",572089,79
5odlY52u43F5BjByhxg7wg,"['modern indie pop', 'pov: indie']",2423683,82
1Y3LN4zO1Edc2EluIoSPJN,['gen z singer-songwriter'],664646,78
609E1JCInJncactoMmkDon,"['pop', 'r&b en espanol']",7321097,85
1xzi1Jcr7mEi9K2RfzLOqS,"['pop', 'r&b']",34730923,87
4iZ4pt7kvcaH6Yo8UoZ4s2,"['pop', 'r&b', 'rap']",12806283,90
4h9wh7iOZ0GGn8QVp4RAOB,"['piano rock', 'pop']",15649050,83
7KokYm8cMIXCsGVmUvKtqf,['pop'],75710194,100
2L9N0zZnd37dwF0clgxMGI,"['alt z', 'boston folk', 'indie pop']",586543,74
5LrN7yUQAzvthd4QujgPFr,"['bedroom pop', 'bedroom r&b']",1189330,80
2i2gDpKKWjvnRTOZRhaPh2,['colombian pop'],4558979,86
3gdPwk2wyOXNRnTA1KXnEr,"['pop', 'uk pop']",11114717,83
6GGtHZgBycCgGBUhZo81xe,"['art pop', 'pop']",24193494,91
6dgUya35uo964z7GZXM07g,['pop'],5426385,78
3nqQXoyQOWXiESFLlDF1hG,"['pop', 'uk pop']",22642794,85
65FftemJ1DbbZ45DUfHJXE,"['k-pop', 'k-pop girl group']",3491423,80
4uUG5RXrOk84mYEfFvj3cK,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",26075832,88
5CM4UuQ9Gnd6K2YyKGPMoK,['afrofuturism'],3287876,81
4FyesJzVpA39hbYvcseO2d,"['melodic rap', 'philly rap', 'rage rap', 'rap']",15151957,86
7sliFe6W30tPBPh6dvZsIH,[],120643,69
2UW7JaomAMuX9pZrjVpHAU,[],91409,81
4g1Ant3Me43Cm5Lx91bV8e,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9358934,84
59uQI0PADDKeE6UZDTJEe8,['contemporary country'],6022676,90
0ZxhtATQ0a6EvQNZ0z6NKV,['bronx drill'],1323547,81
7aRCf5cLOFN1U7kvtChY1G,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",75735082,95
6pD0ufEQq0xdHSsRbg9LBK,"['musica chihuahuense', 'nueva musica mexicana']",986967,87
0HqZX76SFLDz2aW8aiqi7G,"['modern rock', 'pop', 'rock']",48075578,87
1DmW5Ep6ywYwxc2HMT5BG6,"['europop', 'swedish pop']",892446,75
6HgWWaMu31KdOpEG5l28BG,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5656036,87
1k513qenEUjyU3MxMSUaPj,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",3719677,76
7aRCf5cLOFN1U7kvtChY1G,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",75735082,95
1IzJxbARcQrOWMZgPw1PNj,"['atl hip hop', 'atl trap', 'rap', 'trap']",14275881,88
5wG3HvLhF6Y5KTGlK0IW3J,"['rap', 'trap']",4458924,89
4muwDurKeVOB1WBjTVRWlD,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5656036,87
4286sbHO5syVcp8BrFO2dI,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9358934,84
3xOEfEmsrLwf9jcG4gErdA,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",4849745,77
52NGJPcLUzQq5w7uv4e5gf,['rap'],2916606,83
2AVgzrauK6QygWSBUDEcW3,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",4849745,77
1KUZ33cOqk3X4Ezk0aZnVp,"['pluggnb', 'rap', 'trap', 'vapor trap']",1169419,72
4mWbFYZ9P14Ulf1LIFZGhH,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",4849745,77
6KlqjCLNImX7W9zYt2Xa7D,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5656036,87
2beD5W9IkefQ04IO39XF7w,"['pluggnb', 'rage rap']",2509407,83
7soBkLenwWM7kB92cuyl04,"['brooklyn drill', 'nyc rap']",1379327,76
7sliFe6W30tPBPh6dvZsIH,[],120643,69
6IEXjer2qbXhRLFv99NQQv,['trap queen'],27855,58
132Yd321hAG0oOz3lbiqig,[],273512,65
5BmB3OaQyYXCqRyN8iR2Yi,"['memphis hip hop', 'rap']",6230768,82
3FhZPYvMGSjFc6boVYKlCv,"['hip hop', 'north carolina hip hop', 'rap']",10849254,81
0FA4wrjDJvJTTU8AepZTup,"['melodic rap', 'philly rap', 'rage rap', 'rap']",15151957,86
2ZL7WZcjuYKi1KUDtp4kCC,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",75735082,95
3iRCr53b2ZOvoKMTNvBn5d,"['melodic rap', 'rap', 'trap']",7444306,81
75ZoVrZ4mXEsDxv1bQbEAS,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",3719677,76
3irk5ecKiBYSIB0350rH87,"['kentucky hip hop', 'memphis hip hop']",409255,69
2f9JzwRy6Ofr5ixvN0ojKt,['cali rap'],226655,68
0ZxhtATQ0a6EvQNZ0z6NKV,['bronx drill'],1323547,81
0B0Xu2ih8fWpcwyxAt1c7m,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",2034098,71
03P20c2fQ6SGnyyvngIdmG,"['afroswing', 'grime', 'uk hip hop']",1021993,65
72vMwCjJuRRa1r0bhFBbE1,"['new jersey underground rap', 'trap queen']",572089,79
7pFzbZz89oXVsRxhUvO7q2,[],26514,59
6w9GrSUaQQIaMBYtabge7p,['rap'],2916606,83
7qAwnjc2qPbpK1gB4VRwXW,['pop rap'],719956,70
6bdzSqnvBWrvq8HLmxZUCC,['north carolina hip hop'],1111202,72
2dSKFFNoNXKo3hPnlwUdPe,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2925934,81
410ZZP746AQeiywhKvXWCo,"['hip hop', 'rap']",11630417,88
7l6nGz4gp6HGs5Cvmdeqe4,['florida rap'],4883732,77
0oWL7FTlaA1YtsRRuiF4Xs,"['atl hip hop', 'melodic rap', 'rap', 'trap']",6640281,79
4EgZqNfwsDJ1HvvSMEXypp,"['dirty south rap', 'philly rap', 'southern hip hop', 'trap']",1441506,66
451acSEXA7pfbMKXoC6vJX,['trap queen'],53949,56
0judK8TqYfvwUohBngUxrE,"['hip hop', 'rap']",11630417,88
2OZfJcpzSFApBxUA0gXuJz,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2925934,81
4ZYAU4A2YBtlNdqOUtc7T2,"['hip pop', 'pop', 'queens hip hop', 'rap']",28316637,86
1HYfsZnq3EXwK7SV8tYPoT,['trap queen'],1051074,71
31yydnZnSeCwkRPY7tlgQJ,"['florida drill', 'florida rap']",690707,72
7iTTWHbr4tAlsRJN4m4bay,"['atl hip hop', 'melodic rap', 'rap', 'trap']",9026583,77
35NkPKSmtu6lCht95nukpr,"['baton rouge rap', 'rap']",11149980,84
2zs3ErwfEyzI4K2H9vEnTD,"['chicago rap', 'melodic rap', 'rap']",29295286,88
39uEuUEWsAZtozSQRPlf62,"['rap latina', 'trap queen']",453839,69
1Bgga0poKKUZftx5p8b16y,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",1478219,73
2E0bqoMlIb2xmFyZHRjtzK,"['contemporary country', 'country', 'country pop']",2293401,72
2lNTHWu2I5Tcz9ukWsV5Jj,"['contemporary country', 'country road']",917420,74
1jX9wlAgVkAl0fCZqkCI73,"['contemporary country', 'country']",1041860,73
5kB6WithhB8Iv08EMNmAbt,"['contemporary country', 'country', 'country road', 'modern country rock']",1360675,71
1xdsRkWxWWUkKhh9hRtfYp,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop']",5771171,72
59uQI0PADDKeE6UZDTJEe8,['contemporary country'],6022676,90
103u49mLoJUge83B1CnLxI,"['contemporary country', 'modern country pop']",389442,75
67IfTiMwPNN0wQE7Scfzu9,"['contemporary country', 'country', 'country road']",2742507,68
3nei8eHEdiwwSfyoOCHPZI,['modern country pop'],86656,59
2DPqR0kuZVjrOF5oxIRYPy,"['contemporary country', 'country road', 'modern country rock', 'modern uplift']",207779,62
0isqpzdmr2hsKb50uBSCdo,['modern country pop'],17214,54
1Lo0QY9cvc8sUB2vnIOxDT,"['contemporary country', 'country']",8590597,85
2Iu5OBDudGv5B0qfKKKbGm,['modern country pop'],32309,56
2KtGiBi5CrX2ERPD2PAS34,"['contemporary country', 'modern country pop']",66690,67
1xk2TQgJNtH3FErgICPgmb,"['contemporary country', 'country road']",290200,58
2JxBHISFV4ISAE8VMngqWS,"['contemporary country', 'modern country pop']",101891,64
7ETjhPaIU4UmHOiimJBZz9,"['contemporary country', 'country', 'country road', 'modern country rock']",1696378,73
6DLbBlGIOjjEj0dNN25zhZ,['modern country pop'],105595,68
0ec7EBr0mjWO6J7TRr09bN,['modern country pop'],504433,75
1Q7kOSZkgeCkVpWRmNBAcI,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",1155891,65
5jUOG0aeAofL5u3UWyrtDO,"['country rap', 'nashville hip hop', 'tennessee hip hop']",2116479,75
0iqr64c8WWYb549HKs8sqD,['country pop'],19735,52
72kGuWpRiuA149Bn5lDkIO,['modern country pop'],71327,65
7uuMtZ0IkdybIPJvvwfHaI,"['contemporary country', 'country', 'country road', 'modern country rock']",1240666,65
6DE1vkPkMn2I77360IBb8t,['modern blues rock'],558611,66
3RF00zOzrrWKKoU7aIBaTS,"['australian country', 'contemporary country', 'country road', 'modern country rock']",173845,60
2mltIbKkhQqyh8gCzaqxqA,"['black americana', 'contemporary country', 'country', 'country road']",4885793,75
1EYSzrOCc5qrDAu06iu2Px,"['contemporary country', 'modern country pop']",71785,58
5wtPc1OQ7g1H8FBkwWqbhh,"['contemporary country', 'country', 'country road', 'modern country rock']",2154502,68
5UDX3jJn9vXGxE5h0sNRCy,['modern country pop'],42078,56
2BLlpdGCv0IErmH3OBGHYJ,"['arkansas country', 'contemporary country', 'country', 'country road']",1759661,65
4qbibbQ1yK0rPl0JUJS0bz,"['contemporary country', 'country', 'country road']",1068063,63
4aSRUXfKuBbmje0eXNukuL,"['contemporary country', 'country', 'country road', 'modern country rock']",906067,63
45MQs7EiPglAvyYg9fkjzA,[],38439,54
6KaKmX6EIu3x2057HoZwQF,"['contemporary country', 'modern country pop']",248623,71
5owS9iWWGd6mDlFjUFzBsw,['modern country pop'],37250,58
7kkLBfxW41iVO0cdLU9e9S,"['contemporary country', 'country', 'country road', 'modern country rock']",437178,67
6Qpfsw8OS5HW5XxgmXYLWS,"['classic texas country', 'texas country']",324111,69
1io22Thmgw4SvhVBNawJD5,"['contemporary country', 'country', 'country dawn', 'country road']",3533095,71
7cRggVoZ18mmvIN2EcSQ3J,['modern country pop'],33679,59
5vZoQQ1hH5L2s4Y8G86ksg,"['contemporary country', 'country', 'country road', 'modern country rock']",4515264,74
2GAqIzPU7v3kfvY4hZQ9jm,"['arkansas country', 'contemporary country', 'country', 'country road']",217034,59
5JLf54f83nJrxD4IhFaLl7,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",5132525,70
6BOP0cv1eeXcvi1oE8bDVZ,"['contemporary country', 'country', 'country road']",4370396,72
4QWXSTeUHFzU0INh7SNqSU,['contemporary country'],129751,62
5PajfJ1BQwHHHird3li8S4,"['modern country pop', 'wyoming roots']",143646,64
2gT2iF1YK5r54A2PDEXVv8,['modern country pop'],386866,66
33hQJTNI0T2FHVtku3smJf,['modern country pop'],194347,68
5b4n4Lp2ZAPDGO9nQM5IHR,['black americana'],83679,61
3lg4wfPFpFLapRp2SiQQGd,"['contemporary country', 'country', 'country road', 'modern country rock']",2082397,69
5AqiaZwhmC6dIbgWrD5SzV,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",10898598,84
7ro0hRteUMfnOioTFI5TG1,"['reggaeton', 'trap latino', 'urbano latino']",69830946,97
2UW7JaomAMuX9pZrjVpHAU,[],91409,81
3dnP0JxCgygwQH9Gm7q7nb,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",4099061,86
6pD0ufEQq0xdHSsRbg9LBK,"['musica chihuahuense', 'nueva musica mexicana']",986967,87
6Rpbzk2LC8xWZI93RyodAq,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",36879460,87
6XSqqQIy7Lm7SnwxS4NrGx,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",5501653,92
368eeEO3Y2uZUQ6S5oIjcu,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",3349918,86
609E1JCInJncactoMmkDon,"['pop', 'r&b en espanol']",7321097,85
7txjUEY6McJDJKqIo1Rxjp,"['colombian pop', 'dance pop', 'latin pop', 'pop']",29401593,89
0DWdj2oZMBFSzRsi2Cvfzf,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",35737967,90
6n2P81rPk2RTzwnNNgFOdb,"['corrido', 'nueva musica mexicana', 'sad sierreno']",3847256,94
1MB8kTH7VKvAMfL9SHgJmG,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",21639946,81
3XjvMZqm2AQ8thMCD6w9w2,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",29467536,88
13Z5Q40pa1Ly7aQk1oW8Ce,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",18879926,81
505v13epFXodT9fVAJ6h8k,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",35737967,90
1DxEbt6OSbrkRthk6pjZue,"['trap argentino', 'trap triste']",115465,70
2oiixB9QMIzhWaHGVlQx4g,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",6936966,80
5FWQLEX0lavdxiWGBNkBQ4,"['trap argentino', 'trap latino', 'urbano latino']",3465081,77
51FvjPEGKq2zByeeEQ43V9,"['brostep', 'edm', 'pop', 'progressive electro house']",35130861,84
5hHzqkPU6TQxWtV2cJqsMp,"['reggaeton', 'urbano latino']",8898870,76
2WM2zohc2bo6HrxUSRZP1m,[],91409,81
4aJzxp3gimtAdgJn3DL776,"['reggaeton', 'trap latino', 'urbano latino']",6084214,82
0PB0O24JqAuNdOAFVJljMS,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']",3769176,86
4JdSXF2p71cr8uCY3UiJM0,['sad sierreno'],577075,74
3Gs7mVfWKl567mjozgxmXv,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",5501653,92
2xVcCDRgG3TrH69TatsUxp,"['latin pop', 'pop argentino']",6317215,81
5y0zaOse4LHZ6ZowjpL0vW,"['argentine hip hop', 'r&b argentino', 'trap argentino', 'trap latino', 'urbano latino']",4235198,80
5MxFWjuqQIsbNWbMdMdbli,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",11003876,83
3eqCJfgJJs8iKx49KO12s3,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",5501653,92
5RcxRGvmYai7kpFSfxe5GY,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'urbano latino']",13441675,81
4mGrWfDISjNjgeQnH1B8IE,"['banda', 'corrido', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",6471570,84
0qCPD6ilr9nXkI4KVZgcns,"['corrido', 'nueva musica mexicana', 'sierreno']",413701,76
3Z0l8qwMuC376pcutLVsY8,"['reggaeton', 'trap latino', 'urbano latino']",11334980,86
4nrPB8O7Y7wsOCJdgXkthe,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",10898598,84
6otePxalBK8AVa20xhZYVQ,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",35737967,90
2iIBpwP4FyQ95xgVail3yr,['pop argentino'],1344759,75
6OzUIp8KjuwxJnCWkXp1uL,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']",6376220,80
4k7CNPArKLf4QuvGfMeHDk,"['reggaeton flow', 'trap latino', 'urbano latino']",480089,80
4I4FFtKZLtyqw4he9pPtL7,['rkt'],140683,63
0Iozrbed8spxoBnmtBMshO,"['rap canario', 'trap latino', 'urbano latino']",1968633,86
2tTmW7RDtMQtBk7m2rYeSw,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",10898598,84
5OSGdSxtulzlzdPdK2MQJC,"['brostep', 'edm', 'pop', 'progressive electro house']",35130861,84
0fADaWdT3obxk7zvHS18VY,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",16911976,89
0NO2zL0kw8sGGnaMvHKAZF,"['mambo chileno', 'urbano chileno']",1221329,76
1j4yhkxSCEDmiLVKjpYKWq,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",32902785,87
6X5WZbJzXtk6aO03HlxuZ9,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",4099061,86
5S8i9p2xS8M8pFqfZMbMzI,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",16911976,89
7MVIfkyzuUmQ716j8U7yGR,['trap argentino'],15865,73
4muwDurKeVOB1WBjTVRWlD,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5656036,87
1vYXt7VSjH9JIM5oRRo7vA,"['dance pop', 'pop', 'uk pop']",40024254,87
6n2P81rPk2RTzwnNNgFOdb,"['corrido', 'nueva musica mexicana', 'sad sierreno']",3847256,94
6l8mgVN9Xf1hiDIFGA6CTE,"['pop', 'r&b']",34730923,87
7MTHpsxtKVJaBL6e9WXzqD,"['bedroom pop', 'bedroom r&b']",1189330,80
4i6cwNY6oIUU2XZxPIw82Y,['pop'],75710194,100
4286sbHO5syVcp8BrFO2dI,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9358934,84
2beD5W9IkefQ04IO39XF7w,"['pluggnb', 'rage rap']",2509407,83
6w6gCLDgv4L5AJtVDJNddn,"['indie soul', 'uk contemporary r&b']",529516,64
07fbDnkKdZGk1gLvknxrns,"['piano rock', 'pop']",15649050,83
2hR3npB7rQOqRXS4yISzFs,"['alternative pop rock', 'pov: indie']",1105262,74
7MWHxi7gx2M8ghbRRWyQYU,"['edm', 'pop dance', 'progressive electro house']",3714800,75
0If7xxzqs7Dv1SSO2MFKXF,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",9335021,82
1k513qenEUjyU3MxMSUaPj,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",3719677,76
7tzeZLMnqlke2raEMeDZ9S,['indie r&b'],33494,48
4wJ2mw9b5hTZTKTtbLKDJZ,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",10980572,78
1fXnu2HzxbDtoyvFPWG3Bw,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5656036,87
7vfCm8tEWV9lCpyY1nvJVB,"['alt z', 'gen z singer-songwriter']",976537,70
60SugyNV4FdewZfktXfXte,['alt z'],113854,57
0Ni4MDtBVlLPXm5gkkAuO6,"['edm', 'pop dance']",907074,71
132Yd321hAG0oOz3lbiqig,[],273512,65
1Bgga0poKKUZftx5p8b16y,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",1478219,73
7mpdNiaQvygj2rHoxkzMfa,"['anime', 'k-pop boy group']",5660772,78
6HhZDGrpQuj2iLiN1JCpyl,['alt z'],548243,69
7Ez0QMtgIQ60BOHGHh3yPc,[],18405,47
2WM2zohc2bo6HrxUSRZP1m,[],91409,81
5uDdyVU0jDST7xmuOqpnC3,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",6565103,80
7EEcFpUKwrdIqo6c5HGTcy,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",5904889,76
7soBkLenwWM7kB92cuyl04,"['brooklyn drill', 'nyc rap']",1379327,76
0GgYACtOE5GNVjwAZmBr1p,"['indie r&b', 'nyc pop']",262124,57
4tE91iFWVroHWNpZrBzAqV,['bedroom soul'],895733,68
2MYsu9WonImaW3MdHglZgt,[],24533,43
4jyOa6KwKYS0UrILssYhl4,"['alt z', 'indie poptimism', 'pop']",1646085,60
1V0IcqF0eIvimiUtBk62lW,"['boy pop', 'canadian pop', 'social media pop']",780770,59
1YIvYm5d9GnVXR0Q9SUER7,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",36879460,87
7Ax5HJX8qYd6HVceODiGHA,"['indie emo', 'nu disco', 'shiver pop']",238342,57
2T4Nfk0tG4hfYCv06LY6Ej,[],347,34
7b4twDZXjQf8gyQGSvySZd,['dutch tech house'],47164,49
5Gd7o89niXpFLpVBvvUPHD,"['brighton indie', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock']",1531226,65
6WAnCthQkSQG17scgIkEhs,[],4531,32
49t1fiNQJvSfeMLOJosjvm,['uk pop'],94714,53
4wvgBJYPefTSk1Aa4vGgMb,"['alt z', 'uk pop']",486665,65
6NdmT2the0cqnj8ot18ryX,"['indie pop', 'la indie']",65470,46
6dJlulD7mTkgGyFnKTLM3N,['modern country pop'],76720,69
7xQHkdNrmdGb5kh56MSoRr,['modern country pop'],36644,55
306BR5TD0UlriDlzObxvk9,['uk pop'],239944,68
5z4UjNfc0s3mkAR1l8A1cb,['pop r&b'],100546,56
5cUITXYU5uSPfv3T1K9FH3,['r&b'],1289098,56
7tMYbJhP6N732MAglwmuJf,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']",1383897,67
5EXtmeRbTiNT8UKfIuMez9,"['indie soul', 'indietronica', 'uk contemporary r&b']",884481,68
2YFtpiy2WoAQVQbM1SIwES,[],1246,53
3VM35337X7Ro1tesUHnZ95,['background piano'],3179,52
4xO3mTbZDnaDSJtRdgzXQc,[],547,52
5hFkGfx038V0LhqI0Uff2J,[],482,52
2bjQvSk5T3A2dmnqqeRhzI,['background piano'],2743,52
3RI7rnK1YgmyRcXq9pkMqQ,[],1105,55
0jSUVrvKQ0qF8ee1usL34M,[],2366,51
4516jKqIrGNIShWH3WBqmd,[],518,52
7hVcd9PDdO0xK8vE3WQqnV,[],2263,53
4uoJsS8jQmsHmdoORGzxh0,[],227,50
4p1twb8bM9ZmWE2msuH8E8,[],198,53
67ntAUXUgYdO3YUt04zk5E,['neo-classical'],444,53
597H3V2av5dnxNcIDa4Yrk,[],565,52
02VydYQOYaLGZX2MWoCCQ8,[],3360,58
3ZvBA6TQA4CTOZNOyxou90,[],13312,55
5IevvlxHT4pygUgmZlxhNy,[],1148,49
5M6q2VBF4KLF961xGLPFw9,[],351,50
0Q2cbRo8CSarvKg6rGc4iK,[],439,52
42cskWMuFydbI9f9um1sTj,[],240,49
0kpHSnJTru2qYTk0WFDsyA,['background piano'],1169,52
6zo1cdRzbCvGZmJVJEk8TS,['background piano'],82,45
1DeFsFITQCaI7J881M33W9,[],145,47
7jUgBIVfc6C2YfFqFmETxz,[],379,52
5aqsEPDq44asJ3eJDlYq1F,[],1509,54
7JuANIIOksqHRFXgE8tEld,[],243,51
4EIbWNNAT3TqvzflNhGKyU,[],188,49
7hb7SEHUZXGA6O3ZZBoQGn,[],253,50
70pC9IQb39VDNUm3Uio5kD,[],1004,53
2MpWue0eGp2YXKesVwxJDA,['la pop'],4683,48
6rvmhiAd5jtT5CzLIcnj4p,[],225,48
2t9Fi5LCyFyha1EfaPqVD9,[],392,48
3Kd4HLl20kMtG64MrdVJ86,[],78,47
7hJHeX4A3TdI0cDElWu3Zk,[],28,47
0Y8MBkgAK872pVX48wWpL5,['background piano'],32,46
3cn7PHrN7FdhOrH2wqPeKe,[],21,45
7zVpXNJWZTx9VFGsASdvDb,['background piano'],639,49
3SV20Qhy0Ttd1f8fIZQiUT,['background piano'],44,44
73uDJDqIcF5QQWXZ19rH8z,[],430,50
6eir7TDacjXjFscPxDFHC4,"['bow pop', 'compositional ambient', 'neo-classical']",3060031,78
1RJ5iNyOaBhTHNMVn2HnkH,[],236,46
49VzYsJHrITQOn28WBMztb,[],569,47
0eMa3P0kQJjYqguUgKFt4y,['chill beats'],1737,45
7F6hlMdM7OrUw8C1W4pjAC,[],346,46
6axlKJ7OnW6zxM16Hxwbb0,['background piano'],282,48
5Y223UTPJjOIDVS2vs73g0,[],639,52
3x16lncPJzr2VDTtVrPpgj,[],148,45
7AZCidWfobiJzWoxPB67gr,"['compositional ambient', 'j-ambient', 'japanese classical', 'japanese piano']",71687,56
15ErabbOFwo4gEknWytsAG,[],137,45
2oafUifmaR1uBS3o9o7uLO,[],926,51
5gbZe9oyXXQDMLXFGsR4YC,"['ambient', 'fourth world']",25668,51
73RbfOTJIjHzi2pcVHjeHM,['alternative r&b'],254343,69
1N8klHEbZ0bFOHnMVs8C9S,"['brostep', 'edm', 'pop', 'progressive electro house']",35130861,84
0JXXNGljqupsJaZsgSbMZV,['r&b'],4652148,80
4iZ4pt7kvcaH6Yo8UoZ4s2,"['pop', 'r&b', 'rap']",12806283,90
6IhkXHtj7tJg5waF4utfX0,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'neo soul', 'r&b']",1338531,67
5h0uJbjD9QEvXwigegc5O5,['alternative r&b'],698345,67
