track_id,name,album,artist,release_date,length,popularity_x,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,genres,followers,popularity_y
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night (From Barbie The Album),Dance The Night (From Barbie The Album),Dua Lipa,2023-05-25,176579,84,0.671,0.0207,0.845,0.0,0.329,-4.93,0.048,110.056,4,"['dance pop', 'pop', 'uk pop']",40024254,87
0yLdNVWF3Srea0uzk55zFn,Flowers,Flowers,Miley Cyrus,2023-01-13,200454,97,0.707,0.0632,0.681,5.15e-06,0.0322,-4.325,0.0668,117.999,4,['pop'],20919467,88
7ro0hRteUMfnOioTFI5TG1,WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,2023-05-18,231704,95,0.652,0.143,0.8,0.629,0.112,-4.019,0.0614,143.978,4,"['reggaeton', 'trap latino', 'urbano latino']",69830946,97
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SOS,SZA,2022-12-08,153946,94,0.644,0.0521,0.735,0.144,0.161,-5.747,0.0391,88.98,4,"['pop', 'r&b', 'rap']",12806283,90
7FbrGaHYVDmfr7KoLIZnQ7,Cupid - Twin Ver.,The Beginning: Cupid,FIFTY FIFTY,2023-02-24,174253,98,0.783,0.435,0.592,4.15e-06,0.347,-8.332,0.0331,120.018,4,['k-pop girl group'],789675,81
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),Rema,2022-08-25,239317,95,0.801,0.382,0.806,0.000669,0.114,-5.206,0.0381,106.999,4,"['afrobeats', 'nigerian pop']",2463407,81
4LRPiXqCikLlN15c3yImP7,As It Was,As It Was,Harry Styles,2022-03-31,167303,92,0.52,0.342,0.731,0.00101,0.311,-5.338,0.0557,173.93,4,['pop'],27723678,88
26b3oVLrRUaaybJulow9kz,People,People,Libianca,2022-12-06,184791,93,0.573,0.551,0.422,1.31e-05,0.102,-7.621,0.0678,124.357,5,['afrobeats'],199404,75
6HgWWaMu31KdOpEG5l28BG,All My Life (feat. J. Cole),All My Life (feat. J. Cole),Lil Durk,2023-05-12,223878,90,0.829,0.15,0.436,0.0,0.0954,-8.205,0.327,143.031,4,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5656036,87
6AQbmUe0Qwf5PZnt4HmTXv,Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,2023-02-03,131013,95,0.696,0.252,0.809,0.000128,0.248,-8.254,0.05,132.962,4,['bedroom pop'],2091682,80
7oDd86yk8itslrA9HRP2ki,Die For You - Remix,Die For You (Remix),The Weeknd,2023-02-24,232857,93,0.531,0.232,0.525,0.0,0.441,-6.5,0.0671,66.9,4,"['canadian contemporary r&b', 'canadian pop', 'pop']",65663054,95
5w40ZYhbBMAlHYNDaVJIUu,Chemical,Chemical,Post Malone,2023-04-14,184013,90,0.498,0.00136,0.897,0.0,0.118,-4.907,0.045,169.902,4,"['dfw rap', 'melodic rap', 'pop', 'rap']",40788028,89
1odExI7RdWc4BT515LTAwj,Daylight,Daylight,David Kushner,2023-04-14,212953,97,0.508,0.83,0.43,0.000441,0.093,-9.475,0.0335,130.09,4,['gen z singer-songwriter'],928829,79
2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,Metro Boomin,2022-12-02,221520,96,0.715,0.417,0.62,0.0,0.0822,-6.005,0.0484,97.95,4,"['rap', 'trap']",4458924,89
6l8mgVN9Xf1hiDIFGA6CTE,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé,2023-05-19,260962,83,0.784,0.0112,0.7,1.76e-05,0.163,-5.289,0.0396,126.015,4,"['pop', 'r&b']",34730923,87
3dnP0JxCgygwQH9Gm7q7nb,Ella Baila Sola,Ella Baila Sola,Eslabon Armado,2023-03-16,165671,99,0.668,0.483,0.758,1.89e-05,0.0837,-5.176,0.0332,147.989,3,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",4099061,86
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Midnights,Taylor Swift,2022-10-21,200690,94,0.637,0.13,0.643,1.8e-06,0.142,-6.571,0.0519,97.008,4,['pop'],75710194,100
07bsRv0pcpbG4zJeLsUs1p,Eyes Closed,Eyes Closed,Ed Sheeran,2023-03-24,194848,89,0.777,0.302,0.526,0.0,0.105,-6.221,0.0645,107.071,4,"['pop', 'uk pop']",112427605,91
3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,Baby Don't Hurt Me,David Guetta,2023-04-06,140017,91,0.602,0.00126,0.91,0.000174,0.12,-3.404,0.0308,127.944,4,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",26075832,88
2NbsBSshscKIPRG3kwBbfo,Never Felt So Alone,Never Felt So Alone,Labrinth,2023-04-07,160166,88,0.436,0.499,0.409,0.000166,0.38,-4.438,0.0533,98.357,3,"['indie poptimism', 'pop']",2906949,81
5mHdCZtVyb4DcJw8799hZp,Escapism.,My 21st Century Blues,RAYE,2023-02-03,272373,91,0.538,0.138,0.742,4.67e-05,0.0934,-5.355,0.114,96.107,4,"['uk contemporary r&b', 'uk pop']",896321,78
5eTaQYBE1yrActixMAeLcZ,Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),Calvin Harris,2023-03-10,186496,92,0.636,0.0378,0.869,0.0446,0.0808,-5.289,0.0412,143.011,4,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",23415416,86
6UN73IYd0hZxLi8wFPMQij,Players,Players,Coi Leray,2022-11-30,139560,91,0.954,0.03,0.516,7.54e-06,0.0504,-5.817,0.16,105.001,4,"['new jersey underground rap', 'trap queen']",572089,79
5odlY52u43F5BjByhxg7wg,golden hour,this is what ____ feels like (Vol. 1-4),JVKE,2022-09-23,209259,90,0.515,0.653,0.593,0.162,0.25,-4.801,0.0322,94.467,3,"['modern indie pop', 'pov: indie']",2423683,82
1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,Until I Found You (Em Beihold Version),Stephen Sanchez,2022-04-22,176440,93,0.551,0.777,0.55,0.0,0.202,-5.339,0.0286,101.19,3,['gen z singer-songwriter'],664646,78
609E1JCInJncactoMmkDon,BESO,RR,ROSALÍA,2023-03-24,194543,96,0.768,0.736,0.644,0.000837,0.173,-6.671,0.136,95.05,4,"['pop', 'r&b en espanol']",7321097,85
1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,RENAISSANCE,Beyoncé,2022-07-29,225388,90,0.78,0.0368,0.689,9.69e-06,0.0698,-5.668,0.141,115.042,4,"['pop', 'r&b']",34730923,87
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SOS,SZA,2022-12-09,201800,92,0.559,0.141,0.551,0.0,0.11,-7.231,0.132,143.008,4,"['pop', 'r&b', 'rap']",12806283,90
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",OneRepublic,2022-05-13,148485,93,0.704,0.0826,0.797,0.000745,0.0546,-5.927,0.0475,139.994,4,"['piano rock', 'pop']",15649050,83
7KokYm8cMIXCsGVmUvKtqf,Karma,Midnights,Taylor Swift,2022-10-21,204852,88,0.642,0.0734,0.62,0.0,0.483,-7.091,0.0666,90.02,4,['pop'],75710194,100
2L9N0zZnd37dwF0clgxMGI,ceilings,five seconds flat,Lizzy McAlpine,2022-04-08,182887,90,0.516,0.473,0.322,0.00194,0.215,-11.762,0.0292,148.005,3,"['alt z', 'boston folk', 'indie pop']",586543,74
5LrN7yUQAzvthd4QujgPFr,Here With Me,Petals to Thorns,d4vd,2023-05-26,242484,56,0.571,0.544,0.458,9.27e-05,0.123,-9.283,0.0258,132.025,4,"['bedroom pop', 'bedroom r&b']",1189330,80
2i2gDpKKWjvnRTOZRhaPh2,Moonlight,Moonlight,Kali Uchis,2023-02-24,187557,89,0.639,0.511,0.723,0.0,0.167,-6.462,0.0532,136.872,4,['colombian pop'],4558979,86
3gdPwk2wyOXNRnTA1KXnEr,Wish You The Best,Broken By Desire To Be Heavenly Sent,Lewis Capaldi,2023-05-19,210880,79,0.676,0.555,0.461,0.0,0.0951,-3.59,0.0304,107.95,4,"['pop', 'uk pop']",11114717,83
6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,Say Yes To Heaven,Lana Del Rey,2023-05-19,209156,89,0.49,0.709,0.352,0.0856,0.114,-11.577,0.0254,99.992,4,"['art pop', 'pop']",24193494,91
6dgUya35uo964z7GZXM07g,Nonsense,emails i can't send,Sabrina Carpenter,2022-07-15,163648,90,0.74,0.0268,0.697,0.0,0.224,-4.912,0.034,138.992,4,['pop'],5426385,78
3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,2022-09-22,156943,91,0.714,0.013,0.472,4.51e-06,0.266,-7.375,0.0864,131.121,4,"['pop', 'uk pop']",22642794,85
65FftemJ1DbbZ45DUfHJXE,OMG,NewJeans 'OMG',NewJeans,2023-01-02,212253,92,0.804,0.357,0.771,3.07e-06,0.108,-4.067,0.0433,126.956,4,"['k-pop', 'k-pop girl group']",3491423,80
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),I'm Good (Blue),David Guetta,2022-08-26,175238,94,0.561,0.00383,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,4,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",26075832,88
5CM4UuQ9Gnd6K2YyKGPMoK,Bad Habit,Bad Habit,Steve Lacy,2022-06-29,232114,86,0.686,0.626,0.507,7.51e-05,0.383,-7.097,0.0357,168.955,4,['afrofuturism'],3287876,81
4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,2022-10-17,123890,90,0.486,0.0652,0.545,0.00474,0.0642,-7.924,0.0336,150.187,4,"['melodic rap', 'philly rap', 'rage rap', 'rap']",15151957,86
7sliFe6W30tPBPh6dvZsIH,Area Codes,Area Codes,Kali,2023-03-17,139325,87,0.823,0.0187,0.388,0.0,0.0876,-10.867,0.491,154.569,4,[],120643,69
2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,La Bebe (Remix),Yng Lvcas,2023-03-17,234352,99,0.812,0.213,0.479,1.21e-06,0.0756,-5.678,0.333,169.922,4,[],91409,81
4g1Ant3Me43Cm5Lx91bV8e,"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long / FAST X Soundtrack)",Fast & Furious: The Fast Saga,2023-05-18,175802,83,0.533,0.108,0.67,0.0,0.0983,-4.274,0.275,73.753,4,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9358934,84
59uQI0PADDKeE6UZDTJEe8,Last Night,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,163854,90,0.517,0.459,0.675,0.0,0.151,-5.382,0.0357,203.853,4,['contemporary country'],6022676,90
0ZxhtATQ0a6EvQNZ0z6NKV,Princess Diana (with Nicki Minaj),Princess Diana (with Nicki Minaj),Ice Spice,2023-04-14,172125,88,0.898,0.14,0.676,0.0,0.101,-5.196,0.187,147.991,4,['bronx drill'],1323547,81
7aRCf5cLOFN1U7kvtChY1G,Search & Rescue,Search & Rescue,Drake,2023-04-07,272112,91,0.817,0.0603,0.44,1.42e-06,0.33,-8.482,0.0734,142.024,4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",75735082,95
6pD0ufEQq0xdHSsRbg9LBK,un x100to,un x100to,Grupo Frontera,2023-04-17,194563,100,0.569,0.228,0.724,0.0,0.27,-4.076,0.0474,83.118,4,"['musica chihuahuense', 'nueva musica mexicana']",986967,87
0HqZX76SFLDz2aW8aiqi7G,Bones,Bones,Imagine Dragons,2022-03-11,165264,87,0.773,0.0206,0.742,0.0,0.0754,-3.678,0.046,114.071,4,"['modern rock', 'pop', 'rock']",48075578,87
1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,Tattoo,Loreen,2023-02-25,183374,93,0.545,0.243,0.779,1.66e-06,0.123,-6.235,0.0751,150.002,4,"['europop', 'swedish pop']",892446,75
1k513qenEUjyU3MxMSUaPj,Ocean Spray,Ocean Spray,Moneybagg Yo,2023-05-24,164776,69,0.9,0.0299,0.597,0.0,0.0933,-6.008,0.232,133.954,4,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",3719677,76
1IzJxbARcQrOWMZgPw1PNj,Go Hard,Go Hard,Lil Baby,2023-05-03,217610,83,0.849,0.0178,0.581,0.0,0.092,-5.464,0.261,142.015,4,"['atl hip hop', 'atl trap', 'rap', 'trap']",14275881,88
5wG3HvLhF6Y5KTGlK0IW3J,Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,2022-12-02,194786,90,0.571,0.18,0.549,0.0,0.168,-7.38,0.404,119.497,4,"['rap', 'trap']",4458924,89
4muwDurKeVOB1WBjTVRWlD,War Bout It (feat. 21 Savage),Almost Healed,Lil Durk,2023-05-26,160202,83,0.732,0.00385,0.6,0.000114,0.112,-9.057,0.241,167.973,4,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5656036,87
4286sbHO5syVcp8BrFO2dI,Gunsmoke Town,Pistolz & Pearlz,Kodak Black,2023-05-26,174545,68,0.826,0.101,0.709,0.0,0.0948,-5.201,0.394,82.523,4,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9358934,84
3xOEfEmsrLwf9jcG4gErdA,"Pissy (feat. Roddy Ricch, Nardo Wick)","Pissy (feat. Roddy Ricch, Nardo Wick)",Gucci Mane,2023-05-05,218172,77,0.812,0.0224,0.63,0.0,0.0699,-8.207,0.266,132.957,4,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",4849745,77
52NGJPcLUzQq5w7uv4e5gf,Private Landing (feat. Justin Bieber & Future),Love Sick,Don Toliver,2023-02-24,238253,84,0.843,0.0846,0.669,1.28e-05,0.105,-4.105,0.0639,136.979,4,['rap'],2916606,83
2AVgzrauK6QygWSBUDEcW3,Trap House 3 (feat. Rick Ross),Trap House 3,Gucci Mane,2013-05-21,228186,43,0.835,0.0371,0.571,4.54e-05,0.397,-10.603,0.121,112.132,4,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",4849745,77
1KUZ33cOqk3X4Ezk0aZnVp,Peaches & Eggplants (feat. 21 Savage),Peaches & Eggplants (feat. 21 Savage),Young Nudy,2023-02-27,203813,74,0.911,0.00897,0.536,3.73e-06,0.111,-7.884,0.282,146.014,4,"['pluggnb', 'rap', 'trap', 'vapor trap']",1169419,72
4mWbFYZ9P14Ulf1LIFZGhH,06 Gucci (feat. DaBaby & 21 Savage),06 Gucci (feat. DaBaby & 21 Savage),Gucci Mane,2023-03-31,178950,78,0.786,0.252,0.719,0.0,0.301,-7.487,0.296,130.081,4,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",4849745,77
6KlqjCLNImX7W9zYt2Xa7D,Pelle Coat,Almost Healed,Lil Durk,2023-05-26,253738,79,0.747,0.00368,0.565,0.0,0.104,-8.859,0.096,143.962,4,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5656036,87
2beD5W9IkefQ04IO39XF7w,My wrist (with Young Thug),My wrist (with Young Thug),Yeat,2023-05-26,190133,74,0.784,0.0042,0.616,0.00592,0.256,-7.159,0.0927,137.019,4,"['pluggnb', 'rage rap']",2509407,83
7soBkLenwWM7kB92cuyl04,Pain Talk (feat. Lil Tjay),Pain Talk (feat. Lil Tjay),Sleepy Hallow,2023-05-24,156821,71,0.71,0.218,0.687,0.0,0.134,-2.552,0.0703,147.086,4,"['brooklyn drill', 'nyc rap']",1379327,76
6IEXjer2qbXhRLFv99NQQv,Pound Town 2 (feat. Nicki Minaj & Tay Keith),Pound Town 2 (feat. Nicki Minaj & Tay Keith),Sexyy Red,2023-05-26,194047,68,0.637,0.174,0.634,0.0,0.149,-8.126,0.426,178.037,4,['trap queen'],27855,58
132Yd321hAG0oOz3lbiqig,Lick Or Sum,Lick Or Sum,GloRilla,2023-05-23,141604,65,0.904,0.00179,0.611,1.78e-06,0.0815,-7.001,0.314,85.015,4,[],273512,65
5BmB3OaQyYXCqRyN8iR2Yi,SLUT ME OUT,SLUT ME OUT,NLE Choppa,2022-04-22,123672,87,0.938,0.117,0.606,0.0,0.528,-6.396,0.419,121.108,4,"['memphis hip hop', 'rap']",6230768,82
3FhZPYvMGSjFc6boVYKlCv,SHAKE SUMN,CALL DA FIREMAN,DaBaby,2023-05-05,124805,80,0.783,0.00198,0.768,0.0,0.171,-8.471,0.157,143.071,4,"['hip hop', 'north carolina hip hop', 'rap']",10849254,81
0FA4wrjDJvJTTU8AepZTup,Watch This - ARIZONATEARS Pluggnb Remix,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert,2023-02-05,163139,89,0.686,0.0103,0.897,0.103,0.153,-7.18,0.0386,129.975,4,"['melodic rap', 'philly rap', 'rage rap', 'rap']",15151957,86
2ZL7WZcjuYKi1KUDtp4kCC,Spin Bout U,Her Loss,Drake,2022-11-04,214588,85,0.773,0.01,0.701,0.0,0.163,-6.386,0.0512,129.963,4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",75735082,95
3iRCr53b2ZOvoKMTNvBn5d,MVP (feat. G-Eazy),MVP (feat. G-Eazy),A Boogie Wit da Hoodie,2023-05-12,173948,76,0.801,0.000212,0.706,0.0,0.15,-6.079,0.255,138.008,4,"['melodic rap', 'rap', 'trap']",7444306,81
75ZoVrZ4mXEsDxv1bQbEAS,Motion God,Motion God,Moneybagg Yo,2023-04-21,143147,75,0.861,0.02,0.68,0.0,0.112,-7.891,0.3,155.036,4,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",3719677,76
3irk5ecKiBYSIB0350rH87,Turn The Streets Up,Turn The Streets Up,EST Gee,2023-05-25,162055,59,0.727,0.12,0.682,0.0,0.128,-6.315,0.287,83.529,4,"['kentucky hip hop', 'memphis hip hop']",409255,69
2f9JzwRy6Ofr5ixvN0ojKt,GEEKALEEK (feat. Cash Kidd),GEEKALEEK (feat. Cash Kidd),OHGEESY,2023-02-03,146285,74,0.835,0.00594,0.552,1.24e-05,0.139,-8.039,0.191,105.007,4,['cali rap'],226655,68
0B0Xu2ih8fWpcwyxAt1c7m,Blackout,Blackout,Joyner Lucas,2023-04-07,189450,75,0.811,0.012,0.471,0.0,0.0951,-7.125,0.32,152.094,4,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",2034098,71
03P20c2fQ6SGnyyvngIdmG,It's Crazy,It's Crazy,J Hus,2023-05-25,200440,70,0.559,0.0342,0.666,0.0,0.152,-6.582,0.362,145.596,4,"['afroswing', 'grime', 'uk hip hop']",1021993,65
72vMwCjJuRRa1r0bhFBbE1,Bops,Bops,Coi Leray,2023-04-27,128666,72,0.938,0.0312,0.613,0.000162,0.0982,-7.959,0.22,99.938,4,"['new jersey underground rap', 'trap queen']",572089,79
7pFzbZz89oXVsRxhUvO7q2,"Ring Ring (feat. Travis Scott, Don Toliver, Quavo & Ty Dolla $ign)","Ring Ring (feat. Travis Scott, Don Toliver, Quavo & Ty Dolla $ign)",CHASE B,2023-05-11,186833,78,0.684,0.022,0.736,1.15e-06,0.213,-6.101,0.0323,140.049,4,[],26514,59
6w9GrSUaQQIaMBYtabge7p,Embarrassed (feat. Travis Scott),Love Sick (Deluxe),Don Toliver,2023-02-28,192693,78,0.861,0.382,0.496,2.57e-06,0.107,-5.537,0.0357,116.008,4,['rap'],2916606,83
7qAwnjc2qPbpK1gB4VRwXW,I Remember (feat. Roddy Ricch & Kodak Black),I Remember (feat. Roddy Ricch & Kodak Black),Internet Money,2023-03-24,173379,72,0.517,0.074,0.571,0.0,0.0982,-7.502,0.124,144.745,4,['pop rap'],719956,70
6bdzSqnvBWrvq8HLmxZUCC,Favorite Song (feat. Future) [Toxic Version],Favorite Song (feat. Future) [Toxic Version],Toosii,2023-05-19,208621,69,0.822,0.351,0.387,1.04e-06,0.0996,-8.633,0.0519,116.009,4,['north carolina hip hop'],1111202,72
2dSKFFNoNXKo3hPnlwUdPe,They Don't Love It,Jackman.,Jack Harlow,2023-04-28,113292,82,0.536,0.0388,0.814,0.0,0.142,-5.407,0.306,96.7,4,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2925934,81
410ZZP746AQeiywhKvXWCo,SORRY NOT SORRY,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",2023-03-31,206049,83,0.481,0.404,0.797,0.0,0.368,-4.094,0.201,96.237,3,"['hip hop', 'rap']",11630417,88
7l6nGz4gp6HGs5Cvmdeqe4,Fight The Feeling,Fight The Feeling,Rod Wave,2023-03-31,160714,78,0.634,0.0514,0.538,0.0,0.099,-9.213,0.0603,168.029,5,['florida rap'],4883732,77
0oWL7FTlaA1YtsRRuiF4Xs,Honey Bun,Honey Bun,Quavo,2023-03-31,134666,72,0.752,0.0171,0.687,0.0,0.127,-5.801,0.095,151.974,4,"['atl hip hop', 'melodic rap', 'rap', 'trap']",6640281,79
4EgZqNfwsDJ1HvvSMEXypp,Andale,I'M REALLY LIKE THAT,DJ Drama,2023-03-31,168856,69,0.821,0.0843,0.639,0.0,0.202,-4.926,0.161,138.08,4,"['dirty south rap', 'philly rap', 'southern hip hop', 'trap']",1441506,66
451acSEXA7pfbMKXoC6vJX,FreakyT (feat. Latto) - Remix,FreakyT (feat. Latto) [Remix],TiaCorine,2023-04-21,149384,69,0.799,0.269,0.459,4.46e-06,0.113,-8.715,0.202,142.962,4,['trap queen'],53949,56
0judK8TqYfvwUohBngUxrE,DOGTOOTH,DOGTOOTH,"Tyler, The Creator",2023-03-27,161041,80,0.706,0.505,0.648,0.0,0.215,-6.348,0.324,77.533,4,"['hip hop', 'rap']",11630417,88
2OZfJcpzSFApBxUA0gXuJz,Common Ground,Jackman.,Jack Harlow,2023-04-28,100424,77,0.807,0.507,0.681,0.0,0.283,-5.612,0.345,98.173,4,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2925934,81
4ZYAU4A2YBtlNdqOUtc7T2,Red Ruby Da Sleeze,Red Ruby Da Sleeze,Nicki Minaj,2023-03-03,214445,82,0.696,0.115,0.733,0.0,0.111,-6.181,0.256,98.355,4,"['hip pop', 'pop', 'queens hip hop', 'rap']",28316637,86
1HYfsZnq3EXwK7SV8tYPoT,Put It On Da Floor,Put It On Da Floor,Latto,2023-04-21,181437,71,0.565,0.0241,0.561,0.0,0.499,-7.795,0.484,166.707,4,['trap queen'],1051074,71
31yydnZnSeCwkRPY7tlgQJ,Hot Boy (feat. Lil Baby),Hot Boy (feat. Lil Baby),Nardo Wick,2023-03-31,169893,77,0.595,0.00594,0.829,0.000101,0.153,-3.95,0.226,113.319,5,"['florida drill', 'florida rap']",690707,72
7iTTWHbr4tAlsRJN4m4bay,Strike (Holster),Strike (Holster),Lil Yachty,2023-04-07,148115,80,0.851,0.0658,0.642,0.0,0.0713,-5.281,0.216,143.091,4,"['atl hip hop', 'melodic rap', 'rap', 'trap']",9026583,77
35NkPKSmtu6lCht95nukpr,WTF (feat. Nicki Minaj),WTF (feat. Nicki Minaj),YoungBoy Never Broke Again,2023-04-07,160500,69,0.723,0.1,0.631,0.0,0.289,-7.302,0.49,159.913,4,"['baton rouge rap', 'rap']",11149980,84
2zs3ErwfEyzI4K2H9vEnTD,No Good,Goodbye & Good Riddance (5 Year Anniversary Edition),Juice WRLD,2023-05-18,252705,75,0.641,0.119,0.673,0.0,0.293,-5.387,0.294,170.025,4,"['chicago rap', 'melodic rap', 'rap']",29295286,88
39uEuUEWsAZtozSQRPlf62,I'M THAT BITCH,I'M THAT BITCH,BIA,2023-03-24,152043,70,0.813,0.328,0.636,0.0,0.129,-6.173,0.21,140.948,4,"['rap latina', 'trap queen']",453839,69
1Bgga0poKKUZftx5p8b16y,Act Bad,Act Bad,Diddy,2023-05-26,192000,62,0.851,0.0152,0.527,0.0,0.109,-12.439,0.0673,99.996,4,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",1478219,73
2E0bqoMlIb2xmFyZHRjtzK,Outskirts,Outskirts,Sam Hunt,2023-03-10,182706,76,0.552,0.215,0.774,0.0,0.126,-3.685,0.0401,75.07,4,"['contemporary country', 'country', 'country pop']",2293401,72
2lNTHWu2I5Tcz9ukWsV5Jj,Next Thing You Know,Next Thing You Know,Jordan Davis,2022-08-12,175237,79,0.557,0.646,0.597,0.0,0.0974,-8.296,0.048,78.526,4,"['contemporary country', 'country road']",917420,74
1jX9wlAgVkAl0fCZqkCI73,IF YOU GO DOWN (I'M GOIN' DOWN TOO),SUBJECT TO CHANGE,Kelsea Ballerini,2022-09-23,166035,78,0.676,0.454,0.856,0.0,0.141,-4.35,0.0393,144.092,4,"['contemporary country', 'country']",1041860,73
5kB6WithhB8Iv08EMNmAbt,Memory Lane,Memory Lane,Old Dominion,2023-01-05,172480,80,0.645,0.0189,0.8,1.12e-05,0.0858,-4.272,0.0363,118.977,4,"['contemporary country', 'country', 'country road', 'modern country rock']",1360675,71
1xdsRkWxWWUkKhh9hRtfYp,Out Of That Truck,Out Of That Truck,Carrie Underwood,2023-03-10,177400,74,0.563,0.0134,0.755,0.0,0.399,-4.504,0.0253,92.988,4,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop']",5771171,72
103u49mLoJUge83B1CnLxI,TRUCK BED,the mockingbird & THE CROW,HARDY,2023-01-20,167534,75,0.662,0.0875,0.77,0.0,0.35,-4.887,0.0367,132.057,4,"['contemporary country', 'modern country pop']",389442,75
67IfTiMwPNN0wQE7Scfzu9,Looking for You,Looking for You + All Dogs Go to Heaven,Chris Young,2023-01-13,179973,74,0.53,0.0485,0.874,0.0,0.153,-3.594,0.043,81.034,4,"['contemporary country', 'country', 'country road']",2742507,68
3nei8eHEdiwwSfyoOCHPZI,If He Wanted To He Would,P.S.,Kylie Morgan,2022-07-01,174173,77,0.655,0.0998,0.617,0.0,0.211,-4.716,0.026,90.015,4,['modern country pop'],86656,59
2DPqR0kuZVjrOF5oxIRYPy,Girl In Mine,Girl In Mine,Parmalee,2022-08-12,155120,75,0.459,0.167,0.682,0.0,0.11,-4.235,0.0464,201.831,4,"['contemporary country', 'country road', 'modern country rock', 'modern uplift']",207779,62
0isqpzdmr2hsKb50uBSCdo,Love You a Little Bit,Love You a Little Bit,Tanner Adell,2022-06-27,210813,73,0.61,0.0401,0.868,0.0,0.121,-4.098,0.0351,137.943,4,['modern country pop'],17214,54
1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Gettin' Old,Luke Combs,2023-03-24,265493,89,0.712,0.186,0.603,0.0,0.115,-5.52,0.0262,97.994,4,"['contemporary country', 'country']",8590597,85
2Iu5OBDudGv5B0qfKKKbGm,Giving Up On That,Giving Up On That,Dalton Dover,2023-02-17,211533,73,0.484,0.0324,0.864,0.0,0.0926,-4.593,0.0467,137.989,4,['modern country pop'],32309,56
2KtGiBi5CrX2ERPD2PAS34,Dancin’ In The Country,Tyler Hubbard,Tyler Hubbard,2023-01-27,179640,78,0.657,0.0031,0.871,0.0,0.102,-4.614,0.0675,114.974,4,"['contemporary country', 'modern country pop']",66690,67
